5195.KL,Censof Holdings Berhad,5195.KL
1368.KL,UEM Edgenta Berhad,1368.KL
4723@BN.KL,4723@BN.KL,4723@BN.KL
7215.KL,Ni Hsin Resources Berhad,7215.KL
5170.KL,Sarawak Cable Berhad,5170.KL
5220@BN.KL,5220@BN.KL,5220@BN.KL
5241@BN.KL,5241@BN.KL,5241@BN.KL
5245.KL,Caring Pharmacy Group Berhad,5245.KL
7230.KL,Tomei Consolidated Berhad,7230.KL
4456.KL,Dagang NeXchange Berhad,4456.KL
5247.KL,Karex Berhad,5247.KL
5195@BN.KL,5195@BN.KL,5195@BN.KL
7229.KL,Favelle Favco Berhad,7229.KL
0178@BN.KL,0178@BN.KL,0178@BN.KL
5112.KL,TH Plantations Berhad,5112.KL
5175.KL,Ivory Properties Group Berhad,5175.KL
7134.KL,PWF Consolidated Berhad,7134.KL
5249@BN.KL,5249@BN.KL,5249@BN.KL
5094@BN.KL,5094@BN.KL,5094@BN.KL
0163.KL,CAREPLUS GROUP BERHAD,0163.KL
0149.KL,FIBON BERHAD,0149.KL
3379PA.KL,Insas Berhad,3379PA.KL
2143@OM.KL,ECM LIBRA FINANCIAL GRP BHD,2143@OM.KL
7105@BN.KL,7105@BN.KL,7105@BN.KL
4448P.KL,TASEK CORPORATION BERHAD - 6% P,4448P.KL
9377@OM.KL,9377@OM.KL,9377@OM.KL
0151.KL,KELINGTON GROUP BERHAD,0151.KL
5148.KL,UEM Sunrise Berhad,5148.KL
5175@BN.KL,5175@BN.KL,5175@BN.KL
1147.KL,Global Oriental Berhad,1147.KL
1023@BN.KL,1023@BN.KL,1023@BN.KL
7108@BN.KL,7108@BN.KL,7108@BN.KL
5401.KL,Tropicana Corporation Berhad,5401.KL
5228OR.KL,5228OR.KL,5228OR.KL
0157.KL,FOCUS POINT HOLDINGS BERHAD,0157.KL
5161@BN.KL,5161@BN.KL,5161@BN.KL
7182@BN.KL,7182@BN.KL,7182@BN.KL
5274@BN.KL,5274@BN.KL,5274@BN.KL
5259.KL,E.A. Technique (M) Berhad,5259.KL
9458@BN.KL,9458@BN.KL,9458@BN.KL
0167@BN.KL,0167@BN.KL,0167@BN.KL
5257.KL,Carimin Petroleum Berhad,5257.KL
5234.KL,CLIQ Energy Berhad,5234.KL
3395.KL,Berjaya Corporation Berhad,3395.KL
7204@BN.KL,7204@BN.KL,7204@BN.KL
3794.KL,Lafarge Malaysia Berhad,3794.KL
0045@BN.KL,0045@BN.KL,0045@BN.KL
5132.KL,Deleum Berhad,5132.KL
5606PA@OM.KL,5606PA@OM.KL,5606PA@OM.KL
0081@BN.KL,0081@BN.KL,0081@BN.KL
2003@OM.KL,2003@OM.KL,2003@OM.KL
5171@BN.KL,5171@BN.KL,5171@BN.KL
0179@BN.KL,0179@BN.KL,0179@BN.KL
5246.KL,Westports Holdings Berhad,5246.KL
7029.KL,Master-Pack Group Berhad,7029.KL
5274.KL,Hong Leong Capital Berhad,5274.KL
0069@BN.KL,0069@BN.KL,0069@BN.KL
7239.KL,Scanwolf Corporation Berhad,7239.KL
5232@BN.KL,5232@BN.KL,5232@BN.KL
6769.KL,JKG Land Berhad,6769.KL
0140@BN.KL,0140@BN.KL,0140@BN.KL
5178.KL,Tatt Giap Group Berhad,5178.KL
0172@BN.KL,0172@BN.KL,0172@BN.KL
1147@BN.KL,1147@BN.KL,1147@BN.KL
0179.KL,BIOALPHA HOLDINGS BERHAD,0179.KL
5162.KL,ECS ICT Berhad,5162.KL
5202@BN.KL,5202@BN.KL,5202@BN.KL
5209@BN.KL,5209@BN.KL,5209@BN.KL
6084@BN.KL,6084@BN.KL,6084@BN.KL
0104@BN.KL,0104@BN.KL,0104@BN.KL
5152@BN.KL,5152@BN.KL,5152@BN.KL
5273.KL,CHIN HIN GROUP BERHAD,5273.KL
5264@BN.KL,5264@BN.KL,5264@BN.KL
0158.KL,SCC HOLDINGS BERHAD,0158.KL
5151.KL,Halex Holdings Berhad,5151.KL
0041@BN.KL,0041@BN.KL,0041@BN.KL
7222.KL,Imaspro Corporation Berhad,7222.KL
0066.KL,VSOLAR GROUP BERHAD,0066.KL
4731@BN.KL,4731@BN.KL,4731@BN.KL
7227.KL,Ums-Neiken Group Berhad,7227.KL
7676@BN.KL,7676@BN.KL,7676@BN.KL
5146@BN.KL,5146@BN.KL,5146@BN.KL
1902@BN.KL,1902@BN.KL,1902@BN.KL
5168.KL,Hartalega Holdings Berhad,5168.KL
5263@BN.KL,5263@BN.KL,5263@BN.KL
0080.KL,RAYA INTERNATIONAL BERHAD,0080.KL
5270.KL,RED SENA BERHAD,5270.KL
7253@BN.KL,7253@BN.KL,7253@BN.KL
7073.KL,Seacera Group Berhad,7073.KL
5170@BN.KL,5170@BN.KL,5170@BN.KL
9288.KL,Bonia Corporation Berhad,9288.KL
8567.KL,Salcon Bhd,8567.KL
7157.KL,CYL Corp. Bhd,7157.KL
7087.KL,Magni-Tech Industries Bhd,7087.KL
7022.KL,Globetronics Technology Bhd,7022.KL
6033.KL,Petronas Gas Bhd,6033.KL
5087.KL,Mycron Steel Bhd,5087.KL
5085.KL,Mudajaya Group Berhad,5085.KL
4863.KL,Telekom Malaysia Berhad,4863.KL
2925.KL,Cycle & Carriage Bintang Bhd,2925.KL
2836.KL,Carlsberg Brewery Malaysia Bhd,2836.KL
1961.KL,IOI Corp.Bhd,1961.KL
0137.KL,STEMLIFE BHD,0137.KL
9946.KL,Rex Industry Berhad,9946.KL
9571.KL,Mitrajaya Holdings Bhd,9571.KL
9261.KL,Gadang Holdings Berhad,9261.KL
8885.KL,Reliance Pacific Bhd,8885.KL
8877@BN.KL,8877@BN.KL,8877@BN.KL
8877.KL,Ekovest Berhad,8877.KL
8745.KL,Leweko Resources Bhd,8745.KL
8591.KL,Crest Builder Holdings Bhd,8591.KL
8583.KL,Mah Sing Group Bhd,8583.KL
8494.KL,LBI Capital Bhd,8494.KL
8478.KL,HWA TAI Industries Bhd,8478.KL
8346.KL,Perak Corp. Bhd,8346.KL
8311.KL,Pesona Metro Holdings Berhad,8311.KL
7811.KL,Sapura Industrial Bhd,7811.KL
7765.KL,Rapid Synergy Bhd,7765.KL
7668.KL,Hai-O Enterprise Bhd,7668.KL
7247.KL,SCGM Bhd,7247.KL
7241.KL,BHS Industries Bhd,7241.KL
7225@BN.KL,7225@BN.KL,7225@BN.KL
7218.KL,Transocean Holdings Bhd.,7218.KL
7210.KL,Freight Management Holdings Bhd,7210.KL
7208.KL,Euro Holdings Bhd,7208.KL
7202.KL,Classic Scenic Bhd,7202.KL
7200@BN.KL,7200@BN.KL,7200@BN.KL
7183.KL,Ire-Tex Corp. Bhd,7183.KL
7174@BN.KL,7174@BN.KL,7174@BN.KL
7155.KL,SKP Resources Bhd,7155.KL
7148.KL,CCM Duopharma Biotech Berhad,7148.KL
7139.KL,Niche Capital Emas Holdings Berhad,7139.KL
7132.KL,SMIS Corp. Bhd,7132.KL
7126.KL,London Biscuits Bhd,7126.KL
7123.KL,Priceworth International Berhad,7123.KL
7114.KL,D Nonce Technology Bhd,7114.KL
7110@OM.KL,7110@OM.KL,7110@OM.KL
7091.KL,Unimech Group Bhd,7091.KL
7089.KL,Lii Hen Industries Berhad,7089.KL
7085.KL,LTKM Bhd,7085.KL
7082@BN.KL,7082@BN.KL,7082@BN.KL
7082.KL,SYF Resources Bhd,7082.KL
7081.KL,Pharmaniaga Bhd,7081.KL
7060.KL,New Hoong Fatt Holdings Bhd,7060.KL
7045.KL,Scomi Energy Services Bhd,7045.KL
7034.KL,Thong Guan Industries Bhd,7034.KL
7022@BN.KL,7022@BN.KL,7022@BN.KL
7018@BN.KL,7018@BN.KL,7018@BN.KL
7016.KL,Chuan Huat Resources Bhd,7016.KL
7002.KL,Nakamichi Corp. Bhd,7002.KL
6459.KL,MNRB Holdings Berhad,6459.KL
6181.KL,Malton Bhd,6181.KL
5959.KL,A & M Realty Berhad,5959.KL
5932.KL,Bina Puri Holdings Bhd,5932.KL
5738.KL,Country Heights Holdings Berhad,5738.KL
5703.KL,Muhibbah Engineering M Bhd,5703.KL
5681.KL,Petronas Dagangan Bhd,5681.KL
5673.KL,Ipmuda Berhad,5673.KL
5665.KL,Southern Steel Berhad,5665.KL
5614.KL,Integrated Logistics Bhd,5614.KL
5592.KL,Grand Central Enterprises Bhd,5592.KL
5576.KL,Minho M Bhd,5576.KL
5517.KL,Shangri-La Hotels Malaysia Bhd,5517.KL
5509.KL,NCB Holdings Bhd,5509.KL
5147@OM.KL,SAMCHEM HOLDINGS BERHAD,5147@OM.KL
5141@BN.KL,5141@BN.KL,5141@BN.KL
5092@BN.KL,5092@BN.KL,5092@BN.KL
5092.KL,LCTH Corp. Bhd,5092.KL
5084.KL,Ibraco Berhad,5084.KL
5082.KL,Cymao Holdings Berhad,5082.KL
5041.KL,PBA Holdings Bhd,5041.KL
5024.KL,Hup Seng Industries Bhd,5024.KL
5018.KL,Hunza Properties Berhad,5018.KL
5006.KL,Merge Energy Bhd,5006.KL
5001.KL,Mieco Chipboard Bhd,5001.KL
4634.KL,Pos Malaysia Berhad,4634.KL
4596.KL,Sapura Resources Berhad,4596.KL
4405.KL,Tan Chong Motor Holdings Bhd,4405.KL
4197.KL,Sime Darby Berhad,4197.KL
4081.KL,Pan Malaysia Corporation Berhad,4081.KL
3905.KL,Mulpha International Bhd,3905.KL
3778.KL,Melewar Industrial Group Berhad,3778.KL
3557.KL,Ecofirst Consolidated Bhd,3557.KL
3514.KL,Marco Holdings Berhad,3514.KL
3336.KL,IJM Corporation Berhad,3336.KL
3182.KL,Genting Berhad,3182.KL
3107.KL,Fima Corp. Bhd,3107.KL
2828.KL,CI Holdings Bhd,2828.KL
2224.KL,Selangor Dredging Bhd,2224.KL
2097.KL,EastLand Equity Bhd,2097.KL
2062.KL,Harbour-Link Group Berhad,2062.KL
2054.KL,TDM Berhad,2054.KL
1929.KL,Chin Teck Plantations Berhad,1929.KL
1724.KL,Paramount Corporation Berhad,1724.KL
1597.KL,IGB Corp. Bhd,1597.KL
1503.KL,GuocoLand (Malaysia) Berhad,1503.KL
0175.KL,HENG HUAT RESOURCES GROUP BHD,0175.KL
0106.KL,REXIT BHD,0106.KL
0091.KL,DAYA MATERIALS BHD,0091.KL
0078.KL,GD EXPRESS CARRIER BHD,0078.KL
0059.KL,M-MODE BHD,0059.KL
0043.KL,METRONIC GLOBAL BHD,0043.KL
0010@BN.KL,0010@BN.KL,0010@BN.KL
0010.KL,IRIS CORPORATION BHD,0010.KL
3174.KL,Land & General Bhd,3174.KL
4634@BN.KL,4634@BN.KL,4634@BN.KL
5091@BN.KL,5091@BN.KL,5091@BN.KL
7501@BN.KL,7501@BN.KL,7501@BN.KL
6912.KL,Pasdec Holdings Bhd,6912.KL
3948.KL,DutaLand Berhad,3948.KL
7081@BN.KL,7081@BN.KL,7081@BN.KL
0155@OM.KL,MSIAN GENOMICS RES CENTRE BHD,0155@OM.KL
4286.KL,Seal Inc. Bhd,4286.KL
0120@BN.KL,0120@BN.KL,0120@BN.KL
0064.KL,EFFICIENT E-SOLUTIONS BHD,0064.KL
2135.KL,Gopeng Bhd,2135.KL
9423.KL,Chee Wah Corp. Bhd,9423.KL
0001.KL,SUPERCOMNET TECHNOLOGIES BHD,0001.KL
2194.KL,MMC Corporation Bhd,2194.KL
4375@BN.KL,4375@BN.KL,4375@BN.KL
2097@BN.KL,2097@BN.KL,2097@BN.KL
2216.KL,IJM Plantations Berhad,2216.KL
7172@BN.KL,7172@BN.KL,7172@BN.KL
1899@BN.KL,1899@BN.KL,1899@BN.KL
7100.KL,Uchi Technologies Berhad,7100.KL
2062@BN.KL,2062@BN.KL,2062@BN.KL
7141.KL,Huat Lai Resources Bhd,7141.KL
5622@BN.KL,5622@BN.KL,5622@BN.KL
7229@BN.KL,7229@BN.KL,7229@BN.KL
5077.KL,Malaysian Bulk Carriers Bhd.,5077.KL
6807.KL,Puncak Niaga Holdings Berhad,6807.KL
6238@BN.KL,6238@BN.KL,6238@BN.KL
6068.KL,PCCS Group Bhd,6068.KL
9059@BN.KL,9059@BN.KL,9059@BN.KL
7117@BN.KL,7117@BN.KL,7117@BN.KL
0155.KL,MSIAN GENOMICS RES CENTRE BHD,0155.KL
5135@BN.KL,5135@BN.KL,5135@BN.KL
7106@BN.KL,7106@BN.KL,7106@BN.KL
5026@BN.KL,5026@BN.KL,5026@BN.KL
7114@BN.KL,7114@BN.KL,7114@BN.KL
7248@BN.KL,7248@BN.KL,7248@BN.KL
5754.KL,Utusan Melayu Malaysia Bhd,5754.KL
7106.KL,Supermax Corporation Berhad,7106.KL
3662.KL,Malayan Flour Mills Bhd,3662.KL
2836@BN.KL,2836@BN.KL,2836@BN.KL
5231.KL,Pelikan International Corporation Berhad,5231.KL
9369.KL,Teo Guan Lee Corp. Bhd,9369.KL
7239@BN.KL,7239@BN.KL,7239@BN.KL
0029.KL,DIGISTAR CORPORATION BHD,0029.KL
6203.KL,Khee San Berhad,6203.KL
4243@BN.KL,4243@BN.KL,4243@BN.KL
0082@BN.KL,0082@BN.KL,0082@BN.KL
8079@BN.KL,8079@BN.KL,8079@BN.KL
5056.KL,Engtex Group Bhd,5056.KL
5000.KL,Hume Industries Berhad,5000.KL
0022@BN.KL,0022@BN.KL,0022@BN.KL
7218@OM.KL,7218@OM.KL,7218@OM.KL
5009@OM.KL,5009@OM.KL,5009@OM.KL
0049@BN.KL,0049@BN.KL,0049@BN.KL
1899.KL,Batu Kawan Berhad,1899.KL
8486.KL,Lion Forest Industries Berhad,8486.KL
5133@BN.KL,5133@BN.KL,5133@BN.KL
3298@BN.KL,3298@BN.KL,3298@BN.KL
3913.KL,MUI Properties Berhad,3913.KL
7528@BN.KL,7528@BN.KL,7528@BN.KL
7160.KL,Pentamaster Corp. Bhd,7160.KL
7197@BN.KL,7197@BN.KL,7197@BN.KL
3557@BN.KL,3557@BN.KL,3557@BN.KL
5054.KL,TRC Synergy Bhd,5054.KL
6904.KL,Subur Tiasa Holdings Bhd,6904.KL
0083@BN.KL,0083@BN.KL,0083@BN.KL
5126@BN.KL,5126@BN.KL,5126@BN.KL
0103@BN.KL,0103@BN.KL,0103@BN.KL
3581@BN.KL,3581@BN.KL,3581@BN.KL
5168@BN.KL,5168@BN.KL,5168@BN.KL
8494@BN.KL,8494@BN.KL,8494@BN.KL
0091@BN.KL,0091@BN.KL,0091@BN.KL
9199@BN.KL,9199@BN.KL,9199@BN.KL
4464@BN.KL,4464@BN.KL,4464@BN.KL
6718@BN.KL,6718@BN.KL,6718@BN.KL
4359.KL,Turiya Berhad,4359.KL
5258.KL,BIMB Holdings Berhad,5258.KL
0102@BN.KL,0102@BN.KL,0102@BN.KL
7111.KL,Weida (M) Bhd.,7111.KL
9393.KL,Industronics Bhd,9393.KL
5207@BN.KL,5207@BN.KL,5207@BN.KL
5079.KL,KBES Bhd.,5079.KL
0007.KL,PUC BERHAD,0007.KL
0084.KL,TECHFAST HOLDINGS BHD,0084.KL
0168.KL,BOILERMECH HOLDINGS BHD,0168.KL
7172.KL,PMB Technology Bhd,7172.KL
7179.KL,DBE Gurney Resources Bhd,7179.KL
0043@BN.KL,0043@BN.KL,0043@BN.KL
0032.KL,REDTONE INTERNATIONAL BHD,0032.KL
7096@BN.KL,7096@BN.KL,7096@BN.KL
7137@BN.KL,7137@BN.KL,7137@BN.KL
5592@BN.KL,5592@BN.KL,5592@BN.KL
7158.KL,Scomi Group Bhd,7158.KL
5073@BN.KL,5073@BN.KL,5073@BN.KL
0132@BN.KL,0132@BN.KL,0132@BN.KL
9334.KL,KESM Industries Bhd,9334.KL
5035@BN.KL,5035@BN.KL,5035@BN.KL
5054@BN.KL,5054@BN.KL,5054@BN.KL
7139@BN.KL,7139@BN.KL,7139@BN.KL
3913@BN.KL,3913@BN.KL,3913@BN.KL
5789@BN.KL,5789@BN.KL,5789@BN.KL
5517@BN.KL,5517@BN.KL,5517@BN.KL
0021@BN.KL,0021@BN.KL,0021@BN.KL
8567@BN.KL,8567@BN.KL,8567@BN.KL
5606@BN.KL,5606@BN.KL,5606@BN.KL
9113.KL,Sanbumi Holdings Berhad,9113.KL
7154.KL,Caely Holdings Bhd,7154.KL
4588@BN.KL,4588@BN.KL,4588@BN.KL
7191@BN.KL,7191@BN.KL,7191@BN.KL
8524.KL,Taliworks Corporation Berhad,8524.KL
7176.KL,TPC Plus Berhad,7176.KL
3042@BN.KL,3042@BN.KL,3042@BN.KL
0026@BN.KL,0026@BN.KL,0026@BN.KL
7062.KL,Khind Holdings Bhd,7062.KL
8664.KL,S P Setia Berhad,8664.KL
9962@BN.KL,9962@BN.KL,9962@BN.KL
2453@BN.KL,2453@BN.KL,2453@BN.KL
6874@BN.KL,6874@BN.KL,6874@BN.KL
3026@BN.KL,3026@BN.KL,3026@BN.KL
5223.KL,Mentiga Corporation Berhad,5223.KL
5703@BN.KL,5703@BN.KL,5703@BN.KL
0175@DB.KL,0175@DB.KL,0175@DB.KL
3247@BN.KL,3247@BN.KL,3247@BN.KL
6521@BN.KL,6521@BN.KL,6521@BN.KL
5983@BN.KL,5983@BN.KL,5983@BN.KL
4936@OM.KL,4936@OM.KL,4936@OM.KL
7137.KL,UMS Holdings Berhad,7137.KL
5020.KL,Glomac Berhad,5020.KL
0005.KL,PALETTE MULTIMEDIA BHD,0005.KL
4995@BN.KL,4995@BN.KL,4995@BN.KL
7163@BN.KL,7163@BN.KL,7163@BN.KL
7113@BN.KL,7113@BN.KL,7113@BN.KL
5112@BN.KL,5112@BN.KL,5112@BN.KL
6718.KL,Crescendo Corporation Berhad,6718.KL
5147.KL,Samchem Holdings Bhd,5147.KL
8761.KL,Brem Holding Berhad,8761.KL
5932@BN.KL,5932@BN.KL,5932@BN.KL
8893.KL,M K Land Holdings Berhad,8893.KL
0102.KL,CONNECTCOUNTY HOLDINGS BHD,0102.KL
6076.KL,EnCorp. Bhd,6076.KL
5125@BN.KL,5125@BN.KL,5125@BN.KL
8141@BN.KL,8141@BN.KL,8141@BN.KL
7013.KL,Hubline Bhd,7013.KL
7005.KL,BIG Industries Berhad,7005.KL
7173.KL,Toyo Ink Group Berhad,7173.KL
7219@BN.KL,7219@BN.KL,7219@BN.KL
2038.KL,Negri Sembilan Oil Palms Berhad,2038.KL
5071.KL,Coastal Contracts Bhd,5071.KL
0109@BN.KL,0109@BN.KL,0109@BN.KL
0168@BN.KL,0168@BN.KL,0168@BN.KL
2542.KL,"Riverview Rubber Estates, Berhad",2542.KL
0109.KL,SC ESTATE BUILDER BERHAD,0109.KL
9342@BN.KL,9342@BN.KL,9342@BN.KL
0050@BN.KL,0050@BN.KL,0050@BN.KL
5025.KL,NWP Holdings Berhad,5025.KL
5036.KL,Edaran Berhad,5036.KL
7232.KL,Resintech Bhd,7232.KL
8141PA.KL,MAJUPERAK HOLDINGS BHD-ICPS,8141PA.KL
9091.KL,Emico Holdings Berhad,9091.KL
7197.KL,GE-Shen Corporation Berhad,7197.KL
2194@BN.KL,2194@BN.KL,2194@BN.KL
4006@BN.KL,4006@BN.KL,4006@BN.KL
7077.KL,GSB Group Berhad,7077.KL
3921.KL,MWE Holdings Bhd,3921.KL
8907.KL,EG Industries Berhad,8907.KL
0174@BN.KL,0174@BN.KL,0174@BN.KL
7205@BN.KL,7205@BN.KL,7205@BN.KL
5258@BN.KL,5258@BN.KL,5258@BN.KL
5105@BN.KL,5105@BN.KL,5105@BN.KL
7205.KL,Cocoaland Holdings Bhd,7205.KL
4847.KL,Konsortium Transnasional Bhd,4847.KL
6041.KL,Farlim Group Malaysia Bhd,6041.KL
7803.KL,Rubberex Corp. M Bhd,7803.KL
5024@BN.KL,5024@BN.KL,5024@BN.KL
7173@BN.KL,7173@BN.KL,7173@BN.KL
0111.KL,K-ONE TECHNOLOGY BHD,0111.KL
3204@BN.KL,3204@BN.KL,3204@BN.KL
9873.KL,Prestar Resources Bhd,9873.KL
5037@BN.KL,5037@BN.KL,5037@BN.KL
0090.KL,ELSOFT RESEARCH BHD,0090.KL
0006@BN.KL,0006@BN.KL,0006@BN.KL
2224@BN.KL,2224@BN.KL,2224@BN.KL
5040@BN.KL,5040@BN.KL,5040@BN.KL
8982@BN.KL,8982@BN.KL,8982@BN.KL
5101@BN.KL,5101@BN.KL,5101@BN.KL
0108.KL,N2N CONNECT BHD,0108.KL
7199.KL,Kein Hing International Bhd,7199.KL
3417@BN.KL,3417@BN.KL,3417@BN.KL
4448@BN.KL,4448@BN.KL,4448@BN.KL
5649.KL,Golden Pharos Bhd,5649.KL
5005@BN.KL,5005@BN.KL,5005@BN.KL
0101@BN.KL,0101@BN.KL,0101@BN.KL
5183@BN.KL,5183@BN.KL,5183@BN.KL
9539.KL,Multi-Usage Holdings Bhd,9539.KL
7187.KL,Boon Koon Group Berhad,7187.KL
5027@BN.KL,5027@BN.KL,5027@BN.KL
6076@BN.KL,6076@BN.KL,6076@BN.KL
7200.KL,Tek Seng Holdings Bhd,7200.KL
7170.KL,LFE Corp. Bhd,7170.KL
5146.KL,Perwaja Holdings Bhd,5146.KL
5068.KL,Luster Industries Bhd,5068.KL
3301@BN.KL,3301@BN.KL,3301@BN.KL
2828@BN.KL,2828@BN.KL,2828@BN.KL
0020@BN.KL,0020@BN.KL,0020@BN.KL
8044.KL,Computer Forms Malaysia Bhd,8044.KL
0174.KL,iDIMENSION CONSOLIDATED BHD,0174.KL
7247@BN.KL,7247@BN.KL,7247@BN.KL
5028.KL,Heitech Padu Bhd,5028.KL
0028.KL,SCOPE INDUSTRIES BHD,0028.KL
7133@BN.KL,7133@BN.KL,7133@BN.KL
7180.KL,Sern Kou Resources Bhd,7180.KL
5065@BN.KL,5065@BN.KL,5065@BN.KL
7060@BN.KL,7060@BN.KL,7060@BN.KL
7854.KL,Timberwell Bhd,7854.KL
9334@BN.KL,9334@BN.KL,9334@BN.KL
3174@BN.KL,3174@BN.KL,3174@BN.KL
5000@BN.KL,5000@BN.KL,5000@BN.KL
7174.KL,CAB Cakaran Corp. Bhd,7174.KL
7323@BN.KL,7323@BN.KL,7323@BN.KL
6971.KL,Kobay Technology Bhd.,6971.KL
7128.KL,Cam Resources Bhd,7128.KL
9407.KL,Paragon Union Bhd,9407.KL
4375.KL,South Malaysia Industries Bhd,4375.KL
4944.KL,Nylex (Malaysia) Berhad,4944.KL
2429@BN.KL,2429@BN.KL,2429@BN.KL
7179@BN.KL,7179@BN.KL,7179@BN.KL
7085@BN.KL,7085@BN.KL,7085@BN.KL
6211@BN.KL,6211@BN.KL,6211@BN.KL
7208@BN.KL,7208@BN.KL,7208@BN.KL
0012@BN.KL,0012@BN.KL,0012@BN.KL
7528.KL,DKLS Industries Bhd,7528.KL
0094@BN.KL,0094@BN.KL,0094@BN.KL
5673@BN.KL,5673@BN.KL,5673@BN.KL
7193.KL,Biosis Group Berhad.,7193.KL
7277@BN.KL,7277@BN.KL,7277@BN.KL
2208@BN.KL,2208@BN.KL,2208@BN.KL
7227@BN.KL,7227@BN.KL,7227@BN.KL
5355.KL,Daiman Development Bhd,5355.KL
2593.KL,United Malacca Berhad,2593.KL
8869@BN.KL,8869@BN.KL,8869@BN.KL
8761@BN.KL,8761@BN.KL,8761@BN.KL
6483@BN.KL,6483@BN.KL,6483@BN.KL
7213@BN.KL,7213@BN.KL,7213@BN.KL
2208.KL,Petaling Tin Berhad,2208.KL
5100.KL,BP Plastics Holding Bhd,5100.KL
7006.KL,Latitude Tree Holdings Bhd,7006.KL
7199@BN.KL,7199@BN.KL,7199@BN.KL
3573@BN.KL,3573@BN.KL,3573@BN.KL
5010.KL,Tong Herr Resources Bhd,5010.KL
0120.KL,VISDYNAMICS HOLDINGS BHD,0120.KL
1201@BN.KL,1201@BN.KL,1201@BN.KL
2135@BN.KL,2135@BN.KL,2135@BN.KL
0021.KL,GHL SYSTEMS BHD,0021.KL
8907@BN.KL,8907@BN.KL,8907@BN.KL
7017@BN.KL,7017@BN.KL,7017@BN.KL
0020.KL,NETX HOLDINGS BHD,0020.KL
8834@BN.KL,8834@BN.KL,8834@BN.KL
2968.KL,Golden Plus Holdings Bhd,2968.KL
7773@BN.KL,7773@BN.KL,7773@BN.KL
7133.KL,United U-LI Corporation Berhad,7133.KL
9687.KL,Ideal United Bintang Berhad,9687.KL
9121@BN.KL,9121@BN.KL,9121@BN.KL
5657@BN.KL,5657@BN.KL,5657@BN.KL
0022.KL,CYBERTOWERS BHD,0022.KL
6173.KL,Bina Darulaman Bhd,6173.KL
5242@BN.KL,5242@BN.KL,5242@BN.KL
3247.KL,GUH Holdings Berhad,3247.KL
9997@BN.KL,9997@BN.KL,9997@BN.KL
1066@BN.KL,1066@BN.KL,1066@BN.KL
0051.KL,CUSCAPI BHD,0051.KL
9792.KL,SEG International Bhd,9792.KL
9792@BN.KL,9792@BN.KL,9792@BN.KL
7198@BN.KL,7198@BN.KL,7198@BN.KL
5028@BN.KL,5028@BN.KL,5028@BN.KL
5032.KL,Bintulu Port Holdings Bhd,5032.KL
5020@BN.KL,5020@BN.KL,5020@BN.KL
0110.KL,R&A TELECOMMUNICATION GRP BHD,0110.KL
7103.KL,Spritzer Bhd.,7103.KL
8192@BN.KL,8192@BN.KL,8192@BN.KL
7164@BN.KL,7164@BN.KL,7164@BN.KL
3514@BN.KL,3514@BN.KL,3514@BN.KL
7123@BN.KL,7123@BN.KL,7123@BN.KL
4286@BN.KL,SEAL INCORPORATED BHD,4286@BN.KL
1643@BN.KL,1643@BN.KL,1643@BN.KL
0059@BN.KL,0059@BN.KL,0059@BN.KL
4316@BN.KL,4316@BN.KL,4316@BN.KL
1082.KL,Hong Leong Financial Group Berhad,1082.KL
8141.KL,Majuperak Holdings Bhd,8141.KL
7221.KL,BSL Corp. Bhd,7221.KL
7033@BN.KL,7033@BN.KL,7033@BN.KL
2887@BN.KL,2887@BN.KL,2887@BN.KL
7160@BN.KL,7160@BN.KL,7160@BN.KL
2089@BN.KL,2089@BN.KL,2089@BN.KL
5053.KL,OSK Holdings Berhad,5053.KL
0101.KL,TMC LIFE SCIENCES BHD,0101.KL
0037@BN.KL,0037@BN.KL,0037@BN.KL
7617.KL,Magna Prima Bhd,7617.KL
8338.KL,Dataprep Holdings Bhd,8338.KL
2771.KL,Boustead Holdings Bhd,2771.KL
0092@BN.KL,0092@BN.KL,0092@BN.KL
8443.KL,HIL Industries Bhd,8443.KL
8745@BN.KL,8745@BN.KL,8745@BN.KL
3441@BN.KL,3441@BN.KL,3441@BN.KL
9881.KL,Leader Steel Holdings Bhd,9881.KL
2445@BN.KL,2445@BN.KL,2445@BN.KL
7100@BN.KL,7100@BN.KL,7100@BN.KL
6033@BN.KL,6033@BN.KL,6033@BN.KL
0079.KL,ORION IXL BERHAD,0079.KL
7099@BN.KL,7099@BN.KL,7099@BN.KL
7223@BN.KL,7223@BN.KL,7223@BN.KL
0064@BN.KL,0064@BN.KL,0064@BN.KL
9717@BN.KL,9717@BN.KL,9717@BN.KL
7183@BN.KL,7183@BN.KL,7183@BN.KL
7080.KL,Permaju Industries Bhd,7080.KL
0136@BN.KL,0136@BN.KL,0136@BN.KL
5026.KL,MHC Plantations Bhd,5026.KL
8966@BN.KL,8966@BN.KL,8966@BN.KL
6139.KL,Syarikat Takaful Malaysia Bhd,6139.KL
5253@DB.KL,5253@DB.KL,5253@DB.KL
0026.KL,NOVA MSC BHD,0026.KL
3476@BN.KL,3476@BN.KL,3476@BN.KL
2054@BN.KL,2054@BN.KL,2054@BN.KL
5132@BN.KL,5132@BN.KL,5132@BN.KL
0075.KL,MEXTER TECHNOLOGY BHD,0075.KL
0126.KL,MICROLINK SOLUTIONS BHD,0126.KL
5236@BN.KL,5236@BN.KL,5236@BN.KL
5080@BN.KL,5080@BN.KL,5080@BN.KL
